row no,publication number,kind code,title,priority document,priority country,earliest priority date,earliest priority year,application date,publication date,publication year,applicant,inventors,ipc classes,family members,family size,family size,wo in family,grant or application type families,granted patent
743,WO2009121997,A2,PEGYLATED NANOPARTICLES CONTAINING A BIOLOGICALLY ACTIVE MOLECULE AND USE THEREOF,ES20080000958,Spain,2008-04-05T00:00:00Z,2008,2009-04-01T00:00:00Z,2009-10-08T00:00:00Z,2009,"INSTITUTO CIENTIFICO Y TECNOLOGICO DE NAVARRA, S.A",IRACHE GARRETA JUAN MANUEL    ES  | ZABALETA SANZ DE ACEDO VIRGINIA    ES,A61K00900,WO2009121997A3,2,2,Yes,Application,No
744,WO2009123768,A2,NANOCARRIER AND NANOGEL COMPOSITIONS,US20080042577P,United States,2008-04-04T00:00:00Z,2008,2009-04-06T00:00:00Z,2009-10-08T00:00:00Z,2009,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",SINKO PATRICK J    US  | STEIN STANLEY    US  | KUTSCHER HILLIARD    US  | DESHMUKH MANJEET    US  | MENJOGE ANUPA    US  | SINGH YASHVEER    US,A61K00918,CA2720474A1 | WO2009123768A3,3,3,Yes,Application,No
745,WO2009126293,A2,POTENT CHIMERIC NRTI-NNRTI BIFUNCTIONAL INHIBITORS OF HIV-1 REVERSE TRANSCRIPTASE,US20080123768P,United States,2008-04-11T00:00:00Z,2008,2009-04-09T00:00:00Z,2009-10-15T00:00:00Z,2009,YALE UNIVERSITY | UNIVERSITY OF CAPE TOWN,ANDERSON KAREN S    US  | HUNTER ROGER    ZA,C07D48704 | C07D48702 | A61P03118,WO2009126293A3,1,1,Yes,Application,No
746,WO2009128947,A1,PIPERAZINE DERIVATIVES,US20080124665P,United States,2008-04-17T00:00:00Z,2008,2009-04-17T00:00:00Z,2009-10-22T00:00:00Z,2009,CONCERT PHARMACEUTICALS INC,LIU JULIE F    US  | PERSICHETTI ROSE A    US,C07D40114 | A61P03118 | A61K031506,US2009270336A1 | US2010120786A1,3,2,Yes,Application,No
747,WO2009129470,A2,METHODS FOR TREATING HERPES VIRUS INFECTIONS,US20080046262P,United States,2008-04-18T00:00:00Z,2008,2009-04-17T00:00:00Z,2009-10-22T00:00:00Z,2009,NANOBIO CORP,FLACK MARY R    US  | CIOTTI MARIE    US  | HAMOUDA TAREK    US  | SUTCLIFFE JOYCE A    US  | BAKER JAMES R    US,A61K009107,US2010075914A1,7,7,Yes,Application,No
748,WO2009134120,A1,MASS SPECTROMETRIC ANALYSIS OF SMALL MOLECULE ANALYTES,WO2008NL50267,WIPO,2008-04-29T00:00:00Z,2008,2008-04-29T00:00:00Z,2009-11-05T00:00:00Z,2009,ERASMUS UNIVERSITY MEDICAL CENTER ROTTERDAM,LUIDER THEO MARTEN    NL  | VAN KAMPEN JEROEN J A    NL,G01N03368 | G01N03394,None,1,1,Yes,Application,No
749,WO2009134401,A2,METHODS OF INHIBITING INFECTION BY DIVERSE SUBTYPES OF DRUG-RESISTANT HIV-1,US20080125953P,United States,2008-04-29T00:00:00Z,2008,2009-04-29T00:00:00Z,2009-11-05T00:00:00Z,2009,PROGENICS PHARM INC,OLSON WILLIAM C    US  | KETAS THOMAS J    US  | MAROZSAN ANDRE    US,A61K03942,WO2009134401A9 | WO2009134401A3,1,1,Yes,Application,No
750,WO2009134616,A2,NOVEL INHIBITORS OF HEPATITIS C VIRUS REPLICATION,US20080045214P | US20080045219P ,United States,2008-04-15T00:00:00Z,2008,2009-04-14T00:00:00Z,2009-11-05T00:00:00Z,2009,INTERMUNE INC,BUCKMAN BRAD O    US  | WANG GUANGYI    US  | BEIGELMAN LEONID    US  | STOYCHEVA ANTITSA DIMITROVA    US,C07D28530 | A61P03114 | A61K0315415 | C07D41704 | C07D47104,WO2009134616A3 | KR20110004439A  | MX2010011307A  | CA2720846A1 | AU2009241514A1 | US2009257979A1 | EP2283002A2 | WO2009134616A8,9,9,Yes,Application,No
751,WO2009134987,A1,DIFLUOROMETHYL-CONTAINING MACROCYCLIC COMPOUNDS AS HEPATITIS C VIRUS INHIBITORS,US20080049070P,United States,2008-04-30T00:00:00Z,2008,2009-04-30T00:00:00Z,2009-11-05T00:00:00Z,2009,ENANTA PHARM INC,GAI YONGHUA    US  | LIU DONG    US  | MOORE JOEL D    US  | OR YAT SUN    US  | WANG ZHE    US,C07D22500 | C07D29500,US2009274657A1,2,2,Yes,Application,No
752,WO2009142842,A2,NOVEL MACROCYCLIC INHIBITORS OF HEPATITIS C VIRUS REPLICATION,US20080045220P,United States,2008-04-15T00:00:00Z,2008,2009-04-14T00:00:00Z,2009-11-26T00:00:00Z,2009,INTERMUNE INC,SEIWERT SCOTT    US  | BEIGELMAN LEONID    US  | BUCKMAN BRAD    US  | STOYCHEVA ANTITSA DIMITROVA    US  | PORTER STEVEN B    US  | BRADFORD WILLIAMSON ZIEGLER    US  | SEREBRYANY VLADIMIR    US,A61K03821 | C07D24504 | A61K0314725 | A61K0314709 | A61K031407 | A61K0314738 | C12N00999 | A61K031517 | A61K0317056,US2011059047A1 | AU2009249443A1 | KR20110005869A  | IL208529D0 | AP201005416D0 | WO2009142842A3 | US2009269305A1 | CA2720729A1 | EP2282762A2 | WO2009142842A9 | MX2010011306A  | AR072779A1,12,10,Yes,Application,No
753,WO2009145956,A2,USES OF CALPAIN INHIBITORS TO INHIBIT INFLAMMATION,US20080034265P,United States,2008-03-06T00:00:00Z,2008,2009-03-06T00:00:00Z,2009-12-03T00:00:00Z,2009,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,PRINCE ALICE    US,A61K04800,WO2009145956A3,2,2,Yes,Application,No
754,WO2009153654,A1,SOLID DOSAGE FORMS OF ANTIRETROVIRALS,IN2008CH01469,India,2008-06-17T00:00:00Z,2008,2009-06-15T00:00:00Z,2009-12-23T00:00:00Z,2009,AUROBINDO PHARMA LTD,GAMPA RAVINDRANATH    IN  | DUDE UDAYA KUMAR    IN  | ALLA KALIKA REDDY    IN  | VISHNUBHOTLA NAGAPRASAD    IN  | MEENAKSHISUNDERAM SIVAKUMARAN    IN,A61K00920 | A61K031513 | A61K031427,None,1,1,Yes,Application,No
755,WO2010000459,A1,CYCLOPROPYL POLYMERASE INHIBITORS,EP20080159396,European Patent Office,2008-07-01T00:00:00Z,2008,2009-07-01T00:00:00Z,2010-01-07T00:00:00Z,2010,CENTOCOR ORTHO BIOTECH INC.,JONCKERS TIM HUGO MARIA    BE  | RABOISSON PIERRE JEAN-MARIE BERNARD    BE  | VANDYCK KOEN    BE,C07H019073 | A61P03112 | A61K031513,AP201005505D0 | UY31950A  | EP2141172A1 | CA2729316A1 | AU2009266004A1 | AR072428A1,10,10,Yes,Application,No
756,WO2010009335,A1,DRUG DELIVERY MEDICAL DEVICE,US20080081691P,United States,2008-07-17T00:00:00Z,2008,2009-07-16T00:00:00Z,2010-01-21T00:00:00Z,2010,MICELL TECHNOLOGIES INC,MCCLAIN JAMES B    US  | TAYLOR DOUGLAS    US  | NEET JOHN    US,A61L03300,WO2010121187A2 | WO2011009096A1 | US2010015200A1 | US2010241220A1 | AU2009270849A1 | WO2010111196A2 | WO2010120552A2 | WO2010121187A3 | US2010272778A1 | CA2730995A1 | WO2010111196A3 | WO2010111232A9 | WO2010111232A2 | US2010239635A1 | WO2010120552A3 | US2010256748A1,14,5,Yes,Application,No
757,WO2010012466,A1,ANTITUMOR PROPERTIES OF NO MODIFIED PROTEASE INHIBITORS,US20080085555P,United States,2008-08-01T00:00:00Z,2008,2009-07-30T00:00:00Z,2010-02-04T00:00:00Z,2010,GANIAL IMMUNOTERAPEUTICS INC,NICOLETTI FERDINANDO    IT  | AL-ABED YOUSSEF    US  | GAROTTA GIANNI    FR,A61K03100 | A61P03118 | A61K0314725 | A61P03500 | C07D40112,WO2010005770A8 | WO2010005637A3 | US2009258946A1 | AU2009269074A1 | EP2306995A1 | WO2010005770A3 | WO2010005770A2 | WO2010012466A8 | WO2010134942A1 | CA2726314A1 | AU2009268884A1 | CA2726311A1 | US2010004337A1,4,3,Yes,Application,No
758,WO2010014130,A1,COMPOSITION AND METHOD TO PREVENT OR REDUCE DIARRHEA AND STEATORRHEA IN HIV PATIENTS,US20080152520,United States,2008-07-28T00:00:00Z,2008,2009-04-30T00:00:00Z,2010-02-04T00:00:00Z,2010,DIGESTIVE CARE INC,SIPOS TIBOR    US  | DAS SIMANTINI    US  | WIGNOT TERESE MARIE    US,A61K03854,US2010021505A1,2,2,Yes,Application,No
759,WO2010017432,A1,PHARMACEUTICAL FORMULATIONS OF AN HCV PROTEASE INHIBITOR IN A SOLID MOLECULAR DISPERSION,US20080086997P,United States,2008-08-07T00:00:00Z,2008,2009-08-07T00:00:00Z,2010-02-11T00:00:00Z,2010,SCHERING CORP,SHETH ASHLESH    US  | HU CHENGJIU    US  | YUE BAOHUA    US  | OMELCZUK MARCELO OSVALDO    US,A61K00920 | A61K03806 | A61K00948,CA2732777A1 | AR072991A1 | AU2009279520A1,5,5,Yes,Application,No
760,WO2010033614,A1,STABLE SOLID ORAL DOSAGE CO-FORMULATIONS,US20080097479P,United States,2008-09-16T00:00:00Z,2008,2009-09-16T00:00:00Z,2010-03-25T00:00:00Z,2010,SEQUOIA PHARMACEUTICALS,LUDTKE DOUGLAS    US  | DAGGER RAYMOND    US,A61K0314965,None,4,3,Yes,Application,No
761,WO2010033637,A1,DISSOLUTION OF ARTERIAL PLAQUE,US20050739143P,United States,2005-11-22T00:00:00Z,2005,2009-09-16T00:00:00Z,2010-03-25T00:00:00Z,2010,"Z & Z MEDICAL HOLDINGS, INC",ZADINI FILIBERTO    US  | ZADINI GIORGIO    US,A01N04500 | A61K03606 | A61K03156,WO2007084549A3 | US2007249543A1 | US2008187569A1 | WO2008144458A1 | US2007116755A1 | WO2007061820A3 | US2007129425A1 | US2008287429A1 | WO2007084549A2 | WO2007061820A2 | US2007116754A1 | US2009035348A1,11,2,Yes,Application,No
762,WO2010037402,A1,MOLECULAR VACCINES FOR INFECTIOUS DISEASE,DK20080001384 | US20080102126P,Denmark & United States,2008-10-02T00:00:00Z,2008,2009-10-02T00:00:00Z,2010-04-08T00:00:00Z,2010,DAKO DENMARK A/S,SCHOELLER JOERGEN    DK  | PEDERSEN HENRIK    DK  | BRIX LISELOTTE    DK,A61K03817 | A61K04748 | A61K03900 | A61P03104 | A61P03118 | C07K014705,None,1,1,Yes,Application,No
763,WO2010037566,A1,IMPROVED NANOPARTICULATE COMPOSITIONS OF POORLY SOLUBLE COMPOUNDS,EP20080165747,European Patent Office,2008-10-02T00:00:00Z,2008,2009-10-01T00:00:00Z,2010-04-08T00:00:00Z,2010,CAPSULUTION PHARMA AG,GONZALES FERREIRO MARIA    DE  | DUNMANN CHRISTOPH    DE  | KROEHNE LUTZ    DE  | VOIGT ANDREAS    DE,A61K00950 | A61K03100 | A61K00951,EP2172193A1,4,3,Yes,Application,No
764,WO2010038237,A2,COMPOSITIONS EXHIBITING DELAYED TRANSIT THROUGH THE GASTROINTESTINAL TRACT,IN2008MU02020,India,2008-09-22T00:00:00Z,2008,2009-09-22T00:00:00Z,2010-04-08T00:00:00Z,2010,RUBICON RESEARCH PRIVATE LIMITED,PILGAONKAR PRATIBHA SUDHIR    IN  | RUSTOMJEE MAHARUKH TEHMASP    IN  | GANDHI ANILKUMAR SURENDRAKUMAR    IN  | SUVARNAPATHAKI RUPALI KEDAR    IN,A23L00105 | A61K00920 | A23L001308 | A61K03500,WO2010038237A3,3,3,Yes,Application,No
765,WO2010041241,A2,HIV-1 INTEGRASE DERIVED PEPTIDES AND COMPOSITIONS,US20080103036P,United States,2008-10-06T00:00:00Z,2008,2009-10-01T00:00:00Z,2010-04-15T00:00:00Z,2010,YISSUM RESEARCH DEVELOPMENT COMPANY OF THE HEBREW UNIVERSITY OF JERUSALEM LTD,LEVIN AVIAD    IL  | HAYOUKA ZVI    IL  | FRIEDLER ASSAF    IL  | LOYTER ABRAHAM    IL,A61K03816 | A61K03810 | A61K03808 | C07K00706 | C07K00716 | C07K01416,WO2010041241A3,2,2,Yes,Application,No
766,WO2010045266,A1,THERAPEUTIC ANTIVIRAL PEPTIDES,US20080105746P,United States,2008-10-15T00:00:00Z,2008,2009-10-13T00:00:00Z,2010-04-22T00:00:00Z,2010,INTERMUNE INC,SEIWERT SCOTT    US  | BEIGELMAN LEONID    US  | BUCKMAN BRAD    US  | SEREBRYANY VLADIMIR    US  | STOYCHEVA ANTITSA DIMITROVA    US,C07K00508 | C07D21522 | C07D20944 | A61P03114 | C07D23526 | C07D27766 | C07D27768,AR073880A1 | US2010119479A1,5,5,Yes,Application,No
767,WO2010047819,A1,HYDROXYETHYLAMINO SULFONAMIDE DERIVATIVES,US20080197190P,United States,2008-10-24T00:00:00Z,2008,2009-10-23T00:00:00Z,2010-04-29T00:00:00Z,2010,CONCERT PHARMACEUTICALS INC,HARBESON SCOTT L    US  | MASSE CRAIG E    US,A01N04106,WO2010047819A8,1,1,Yes,Application,No
768,WO2010057048,A1,THERAPIES FOR HEMATOLOGIC MALIGNANCIES,US20080114434P,United States,2008-11-13T00:00:00Z,2008,2009-11-13T00:00:00Z,2010-05-20T00:00:00Z,2010,"CALISTOGA PHARMACEUTICALS, INC.",GALLATIN MICHAEL W    US  | ULRICH ROGER G    US  | GIESE NEILL    US,A61K031519 | A61P03500 | A61K031517 | A61P03700,US2010202963A1,4,4,Yes,Application,No
769,WO2010059883,A1,DEGRADABLE HYDROGEL COMPOSITIONS AND METHODS,US20080115962P,United States,2008-11-19T00:00:00Z,2008,2009-11-20T00:00:00Z,2010-05-27T00:00:00Z,2010,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",SINKO PATRICK JOHN    US  | DESHMUKH MANJEET    US  | SINGH YASHVEER    US  | GUNASEELAN SIMI    US,A61K00914 | A61K00916,None,1,1,Yes,Application,No
770,WO2010065079,A2,ANTIBODIES TO IL-6 AND USE THEREOF,US20060801412P,United States,2006-05-19T00:00:00Z,2006,2009-11-24T00:00:00Z,2010-06-10T00:00:00Z,2010,ALDER BIOPHARMACEUTICALS INC,GARCIA-MARTINEZ LEON    US  | JENSEN ANNE ELISABETH CARVALHO    US  | OLSON KATIE    US  | DUTZAR BEN    US  | LATHAM JOHN    US  | KOVACEVICH BRIAN    US  | SMITH JEFFREY T L    US  | LITTON MARK    US  | SCHATZMAN RANDALL    US,A61K05100 | C12N01563 | A61K04900 | A61K039395 | C12N00119 | A61P03500 | C07H02104 | C07K01624,AR074227A1 | US2009291089A1 | JP2010527615T  | CO6241159A2 | US2010290993A1 | US2010150829A1 | WO2008144753A3 | CA2688829A1 | CN101600793A  | EP2021463A1 | WO2008045140A1 | AU2008254578A1 | US2009104187A1 | US7906117B2 | US2009291082A1 | JP2009537176T  | CN101754772A  | WO2010065072A8 | CA2652392A1 | AU2007307324A1 | EP2162469A1 | WO2010065079A3 | WO2008144757A1 | NO20093387A  | CA2688146A1 | US2010158859A1 | CN101868477A  | MX2008014692A  | IL202232D0 | US2010129357A1 | WO2010065072A1 | JP2010528589T  | US2009238825A1 | KR20100028569A  | WO2010065077A3 | WO2010065077A2 | IL202238D0 | WO2008144763A2 | EP2021463A4 | US2009297436A1 | NO20084835A  | WO2010065078A1 | US2010143294A1 | KR20100028571A  | AU2008254584A1 | WO2008144763A3 | MX2009012492A  | MX2009012493A  | US2009028784A1 | US2009297513A1 | US2007269868A1 | EA200901533A1 | US2009022659A1 | US2009291077A1 | EP2164514A2 | WO2008144753A2,57,13,Yes,Grant,Yes
771,WO2010065118,A1,ANTI-INFLAMMATORY COMPOSITIONS AND METHODS,US20080315508 | US20080315504 | US20080315505 | US20080315506 | US20080315507 | US20080315509 | US20080315510 | US20080315511 | US20080315512 | US20080315513 | US20080315514 | US20080315515,United States,2008-12-02T00:00:00Z,2008,2009-12-02T00:00:00Z,2010-06-10T00:00:00Z,2010,SEARETE LLC,HYDE RODERICK A    US  | MALASKA STEPHEN L    US  | SWEENEY ELIZABETH A    US  | WOOD LOWELL L JR    US,G01N03353,US2010136094A1 | US2010137246A1 | US2010137844A1 | US2010135984A1 | US2010135908A1 | US2010137247A1 | US2010137843A1 | US2010136096A1 | US2010136095A1 | US2010136097A1 | US2010137787A1 | US2010135983A1,13,2,Yes,Application,No
772,WO2010068899,A1,NANOPARTICLES COMPRISING COMBINATIONS OF ANTIRETROVIRAL AGENTS AND USE THEREOF,US20080122139P,United States,2008-12-12T00:00:00Z,2008,2009-12-11T00:00:00Z,2010-06-17T00:00:00Z,2010,CREIGHTON UNIVERSITY,DESTACHE CHRISTOPHER J    US,A61K00951 | A61K031513 | A61K031427 | A61K031536,None,1,1,Yes,Application,No
773,WO2010075065,A2,METHODS FOR ENHANCING THE RELEASE AND ABSORPTION OF WATER INSOLUBLE ACTIVE AGENTS,US20080122497P,United States,2008-12-15T00:00:00Z,2008,2009-12-15T00:00:00Z,2010-07-01T00:00:00Z,2010,BANNER PHARMACAPS INC,FATMI AQEEL    US  | KIM TAE KYOUNG    US  | MADRIGAL KARLA E    US,A61K00950,US2011052682A1,3,2,Yes,Application,No
774,WO2010077061,A2,PHARMACEUTICAL FORMULATIONS CONTAINING ANTIVIRAL DRUGS,US20080141983P,United States,2008-12-31T00:00:00Z,2008,2009-12-29T00:00:00Z,2010-07-08T00:00:00Z,2010,"HANALL BIOPHARMA CO., LTD",KIM SUNG WUK    KR  | JUN SUNG SOO    KR  | LEE AH RAM    KR,A61K03170 | A61K031513 | A61K00922 | A61P03112 | A61K04730 | A61K04738 | A61K04742,WO2010077061A3,1,1,Yes,Application,No
775,WO2010077317,A2,PROTEASE INHIBITORS,US20080138428P,United States,2008-12-17T00:00:00Z,2008,2009-12-17T00:00:00Z,2010-07-08T00:00:00Z,2010,AMPLYX PHARMACEUTICALS INC,MUTZ MITCHELL    US  | BARR KENNETH J    US  | GESTWICKI JASON    US,C07D21134 | A61P03118 | A61K0314406,WO2010077317A3,1,1,Yes,Application,No
776,WO2010077734,A2,"NOVEL ANTIVIRAL COMPOUNDS, COMPOSITIONS, AND METHODS OF USE",US20080120939P,United States,2008-12-09T00:00:00Z,2008,2009-12-09T00:00:00Z,2010-07-08T00:00:00Z,2010,CYTOKINE PHARMASCIENCES INC,SIELECKI-DZURDZ THAIS M    US,C07C21568 | A61P03112 | A61K03144 | A61K031136 | C07D21371,WO2010077734A3,1,1,Yes,Application,No
777,WO2010077740,A2,"NOVEL ANTIVIRAL COMPOUNDS, COMPOSITIONS, AND METHODS OF USE",US20080120948P,United States,2008-12-09T00:00:00Z,2008,2009-12-09T00:00:00Z,2010-07-08T00:00:00Z,2010,CYTOKINE PHARMASCIENCES INC,SIELECKI-DZURDZ THAIS M    US,C07D23924 | A61P03112 | A61K031495,WO2010077740A3,1,1,Yes,Application,No
778,WO2010086844,A1,POLYMORPHS OF DARUNAVIR,US20090148055P,United States,2009-01-29T00:00:00Z,2009,2009-12-08T00:00:00Z,2010-08-05T00:00:00Z,2010,MAPI PHARMA HK LTD,MAROM EHUD    IL,A01N05700,None,1,1,Yes,Application,No
779,WO2010089763,A2,POLY(N-VINYL CAPROLACTAM-CO-ACRYLAMIDE) MICROPARTICLES FOR CONTROLLED RELEASE APPLICATIONS,IN2008MU01366,India,2008-06-30T00:00:00Z,2008,2009-06-29T00:00:00Z,2010-08-12T00:00:00Z,2010,RELIANCE LIFE SCIENCES PVT LTD,VADDE RAMESH BABU    IN  | RAGHAVENDRA CHALUVAYYA MUNDARGI    IN  | PRADIP PATEL    IN  | VIDHYA RANGASWAMY    IN  | TEJRAJ MALLESHAPPA AMINABHAVI    IN,A61K,WO2010089763A3,1,2,Yes,Application,No
780,WO2010089767,A1,DUAL RELEASE PHARMACEUTICAL SUSPENSION,IN2009DE00030,India,2009-01-09T00:00:00Z,2009,2010-01-08T00:00:00Z,2010-08-12T00:00:00Z,2010,PANACEA BIOTEC LTD,JAIN RAJESH    IN  | SINGH SUKHJEET    IN  | DHAWAN SANJU    IN,A61K00910 | A61K00916,None,1,2,Yes,Application,No
781,WO2010091413,A1,LINKED DIBENZIMIDAZOLE DERIVATIVES,US20090151079P,United States,2009-02-09T00:00:00Z,2009,2010-02-09T00:00:00Z,2010-08-12T00:00:00Z,2010,ENANTA PHARM INC,QIU YAO-LING    US  | WANG CE    US  | YING LU    US  | PENG XIAOWEN    US  | OR YAT SUN    US,A01N04350,US2010221215A1 | US2010266543A1 | US2010221214A1,4,2,Yes,Application,No
782,WO2010096462,A1,LINKED DIIMIDAZOLE DERIVATIVES,US20090153234P,United States,2009-02-17T00:00:00Z,2009,2010-02-17T00:00:00Z,2010-08-26T00:00:00Z,2010,ENANTA PHARM INC,OR YAT SUN    US  | PENG XIAOWEN    US  | YING LU    US  | CE WANG    US  | TANG DATONG    US  | QIU YAO-LING    US,A01N04350 | A61K031415,US2010226883A1 | US2010221216A1 | US2010226882A1,4,2,Yes,Application,No
783,WO2010099458,A1,"COMBINATION OF A NUCLEOSIDE POLYMERASE INHIBITOR WITH A MACROCYCLIC PROTEASE INHIBITOR AND USE THEREOF IN THE TREATMENT OF HEPATITIS C, LIVER FIBROSIS AND IMPAIRED LIVER FUNCTION",US20090156414P,United States,2009-02-27T00:00:00Z,2009,2010-02-26T00:00:00Z,2010-09-02T00:00:00Z,2010,"INTERMUNE INC | F. HOFFMANN-LA ROCHE AG | PHARMASSET, INC",PORTER STEVEN B    US  | BRADFORD WILLIAMSON ZIEGLER    US  | SMITH PATRICK F    US  | YETZER ELLEN S    US  | DE LA ROSA ABEL    US  | ROGERS MICHAEL D    US  | SYMONDS WILLIAM T    US,A61K0314709 | A61P00116 | A61K0317068 | A61P03114,US2010221217A1,3,3,Yes,Application,No
784,WO2010099527,A1,HEPATITIS C VIRUS INHIBITORS,US20090156131P,United States,2009-02-27T00:00:00Z,2009,2010-03-01T00:00:00Z,2010-09-02T00:00:00Z,2010,ENANTA PHARM INC,QIU YAO-LING    US  | CE WANG    US  | PENG XIAOWEN    US  | YING LU    US  | OR YAT SUN    US,A01N04352,US2010260715A1 | US2010233122A1,3,2,Yes,Application,No
785,WO2010100381,A1,NOVEL ANTIVIRAL AGENT,FR20090051347,France,2009-03-04T00:00:00Z,2009,2010-03-04T00:00:00Z,2010-09-10T00:00:00Z,2010,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE | UNIVERSITE DE STRASBOURG | UNIVERSITE DE LA MEDITERRANEE,CHABRIERE ERIC    FR  | ELIAS MIKAEL      | ROHR OLIVIER    FR  | SCHWARTZ CHRISTIAN    FR,A61K03817 | A61K03118 | A61K03100 | A61P02900 | G01N03350,FR2942717A1 | FR2942717B1,2,2,Yes,Grant,Yes
786,WO2010107831,A1,NANOCARRIER COMPOSITIONS AND METHODS,US20090160575P,United States,2009-03-16T00:00:00Z,2009,2010-03-16T00:00:00Z,2010-09-23T00:00:00Z,2010,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",SINKO PATRICK J    US  | STEIN STANLEY    US  | GUNASEELAN SIMI    US  | POOYAN SHAHRIAR    US  | PALOMBO MATTHEW SEAN    US  | ZHANG XIAOPING    US,A61K04742,None,1,1,Yes,Application,No
787,WO2010111238,A2,IMPROVED BIODEGRADABLE POLYMERS,US20090162653P,United States,2009-03-23T00:00:00Z,2009,2010-03-23T00:00:00Z,2010-09-30T00:00:00Z,2010,MICELL TECHNOLOGIES INC,TAYLOR DOUGLAS    US  | MCCLAIN JAMES B    US  | SCHMITT EDWARD    US,C08G06308 | C08J00704 | C08G06390 | C08L06704 | C09D16704,WO2010111238A3 | US2010256746A1,2,2,Yes,Application,No
788,WO2010115981,A1,7-AZADISPIRO [3.0.4.1] DECANE-8-CARBOXAMIDES AS HEPATITIS C VIRUS INHIBITORS,US20090168415P,United States,2009-04-10T00:00:00Z,2009,2010-04-09T00:00:00Z,2010-10-14T00:00:00Z,2010,NOVARTIS AG,BRANDL TRIXI    CH  | RAMAN PRAKASH    US  | RIGOLLIER PASCAL    CH  | SEEPERSAUD MOHINDRA    US,C07D40112 | A61P03112 | A61K03144 | C07D40312 | C07D41312,UY32554A ,3,3,Yes,Application,No
789,WO2010116248,A1,ORGANIC COMPOUNDS AND THEIR USES,US20090168408P,United States,2009-04-10T00:00:00Z,2009,2010-04-09T00:00:00Z,2010-10-14T00:00:00Z,2010,NOVARTIS AG,BRANDL TRIXI    CH  | RAMAN PRAKASH    US  | RIGOLLIER PASCAL    CH  | SEEPERSAUD MOHINDRA    US  | SIMIC OLIVER    CH,C07D20996 | C07D40514 | A61P03122 | A61K031403 | C07D40314 | C07D40112 | C07K00508 | C07D41714 | C07D40114 | C07D40312,UY32551A  | US2010260709A1,3,3,Yes,Application,No
790,WO2010121351,A1,USE OF (HEXENOYL TRANS-3)HGRF(1-44)NH2 AND RITONAVIR IN COMBINATION THERAPY,US20090170862P,United States,2009-04-20T00:00:00Z,2009,2010-04-20T00:00:00Z,2010-10-28T00:00:00Z,2010,THERATECHNOLOGIES INC,MARSOLAIS CHRISTIAN    CA,A61K03816 | A61K03827 | A61K031427 | C07K01460 | C07K01702,US2010267635A1 | WO2010121351A8,2,2,Yes,Application,No
791,WO2010122087,A1,METHODS FOR IMPROVING PHARMACOKINETICS,US20090172722P,United States,2009-04-25T00:00:00Z,2009,2010-04-22T00:00:00Z,2010-10-28T00:00:00Z,2010,F. HOFFMANN-LA ROCHE AG,TRAN JONATHAN Q    US,A61K031404 | A61P03112 | A61K031426,US2010272682A1,2,2,Yes,Application,No
792,WO2010127099,A2,PHARMACEUTICAL COMPOSITIONS COMPRISING EPA AND A CARDIOVASCULAR AGENT AND METHODS OF USING THE SAME,US20090173759P,United States,2009-04-29T00:00:00Z,2009,2010-04-29T00:00:00Z,2010-11-04T00:00:00Z,2010,AMARIN CORP PLC,MANKU MEHAR    GB  | ROWE JONATHAN    US,A61K031202,None,1,1,Yes,Application,No
793,WO2010127272,A2,HYDROXYETHYLAMINO SULFONAMIDE DERIVATIVES,US20090214977P,United States,2009-04-30T00:00:00Z,2009,2010-04-30T00:00:00Z,2010-11-04T00:00:00Z,2010,CONCERT PHARMACEUTICALS INC,HARBESON SCOTT L    US  | TUNG ROGER D    US  | LIU JULIE F    US  | MASSE CRAIG E    US,C07D29304,US2010305173A1,2,2,Yes,Application,No
794,WO2010132163,A1,MACROCYCLIC COMPOUNDS AS HEPATITIS C VIRUS INHIBITORS,US20090177853P,United States,2009-05-13T00:00:00Z,2009,2010-04-13T00:00:00Z,2010-11-18T00:00:00Z,2010,ENANTA PHARM INC,GAI YONGHUA    US  | OR YAT SUN    US  | WANG GUOQIANG    US,A61K03821,US2011033420A1,2,2,Yes,Application,No
795,WO2010132494,A1,COMPOUNDS AND METHODS FOR TREATING AIDS AND HIV INFECTIONS,US20090177086P,United States,2009-05-11T00:00:00Z,2009,2010-05-11T00:00:00Z,2010-11-18T00:00:00Z,2010,GHOSH ARUN K,GHOSH ARUN K    US,A01N03744 | A61K031195 | A61K03116,None,1,1,Yes,Application,No
796,WO2010132511,A1,METHODS OF REDUCING THE RISK OF DRONEDARONE USE IN CERTAIN PATIENT POPULATIONS,US20090177409P,United States,2009-05-12T00:00:00Z,2009,2010-05-12T00:00:00Z,2010-11-18T00:00:00Z,2010,SANOFI,SCARAZZINI LINDA    US,A61K031343,US2010320099A1,2,2,Yes,Application,No
