type,office,office_code,origin,technology_original,technology_number,technology,year,records
Income,Lower middle-income,W3,Resident,29 - Other special machines,29,Other special machines,2009,6
Income,Lower middle-income,W3,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,3
Income,Lower middle-income,W3,Resident,31 - Mechanical elements,31,Mechanical elements,2009,4
Income,Lower middle-income,W3,Resident,34 - Other consumer goods,34,Other consumer goods,2009,3
Income,Lower middle-income,W3,Resident,35 - Civil engineering,35,Civil engineering,2009,2
Income,Lower middle-income,W3,Non-Resident,0 - Unknown,0,Unknown,2009,773
Income,Lower middle-income,W3,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2009,9
Income,Lower middle-income,W3,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2009,3
Income,Lower middle-income,W3,Non-Resident,3 - Telecommunications,3,Telecommunications,2009,3
Income,Lower middle-income,W3,Non-Resident,4 - Digital communication,4,Digital communication,2009,6
Income,Lower middle-income,W3,Non-Resident,6 - Computer technology,6,Computer technology,2009,5
Income,Lower middle-income,W3,Non-Resident,7 - IT methods for management,7,IT methods for management,2009,6
Income,Lower middle-income,W3,Non-Resident,9 - Optics,9,Optics,2009,1
Income,Lower middle-income,W3,Non-Resident,10 - Measurement,10,Measurement,2009,11
Income,Lower middle-income,W3,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,2
Income,Lower middle-income,W3,Non-Resident,13 - Medical technology,13,Medical technology,2009,11
Income,Lower middle-income,W3,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,44
Income,Lower middle-income,W3,Non-Resident,15 - Biotechnology,15,Biotechnology,2009,12
Income,Lower middle-income,W3,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,41
Income,Lower middle-income,W3,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2009,7
Income,Lower middle-income,W3,Non-Resident,18 - Food chemistry,18,Food chemistry,2009,13
Income,Lower middle-income,W3,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,30
Income,Lower middle-income,W3,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,16
Income,Lower middle-income,W3,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,1
Income,Lower middle-income,W3,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2009,19
Income,Lower middle-income,W3,Non-Resident,24 - Environmental technology,24,Environmental technology,2009,7
Income,Lower middle-income,W3,Non-Resident,25 - Handling,25,Handling,2009,15
Income,Lower middle-income,W3,Non-Resident,26 - Machine tools,26,Machine tools,2009,6
Income,Lower middle-income,W3,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,6
Income,Lower middle-income,W3,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,7
Income,Lower middle-income,W3,Non-Resident,29 - Other special machines,29,Other special machines,2009,11
Income,Lower middle-income,W3,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,7
Income,Lower middle-income,W3,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2009,5
Income,Lower middle-income,W3,Non-Resident,32 - Transport,32,Transport,2009,8
Income,Lower middle-income,W3,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2009,4
Income,Lower middle-income,W3,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2009,3
Income,Lower middle-income,W3,Non-Resident,35 - Civil engineering,35,Civil engineering,2009,18
Income,Low-income,W4,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2009,1
Income,Low-income,W4,Non-Resident,3 - Telecommunications,3,Telecommunications,2009,3
Income,Low-income,W4,Non-Resident,4 - Digital communication,4,Digital communication,2009,3
Income,Low-income,W4,Non-Resident,5 - Basic communication processes,5,Basic communication processes,2009,1
Income,Low-income,W4,Non-Resident,6 - Computer technology,6,Computer technology,2009,1
Income,Low-income,W4,Non-Resident,7 - IT methods for management,7,IT methods for management,2009,1
Income,Low-income,W4,Non-Resident,10 - Measurement,10,Measurement,2009,3
Income,Low-income,W4,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,1
Income,Low-income,W4,Non-Resident,12 - Control,12,Control,2009,1
Income,Low-income,W4,Non-Resident,13 - Medical technology,13,Medical technology,2009,2
Income,Low-income,W4,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,18
Income,Low-income,W4,Non-Resident,15 - Biotechnology,15,Biotechnology,2009,5
Income,Low-income,W4,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,30
Income,Low-income,W4,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2009,2
Income,Low-income,W4,Non-Resident,18 - Food chemistry,18,Food chemistry,2009,6
Income,Low-income,W4,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,14
Income,Low-income,W4,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,14
Income,Low-income,W4,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,2
Income,Low-income,W4,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2009,11
Income,Low-income,W4,Non-Resident,24 - Environmental technology,24,Environmental technology,2009,3
Income,Low-income,W4,Non-Resident,25 - Handling,25,Handling,2009,2
Income,Low-income,W4,Non-Resident,26 - Machine tools,26,Machine tools,2009,3
Income,Low-income,W4,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,13
Income,Low-income,W4,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,1
Income,Low-income,W4,Non-Resident,29 - Other special machines,29,Other special machines,2009,5
Income,Low-income,W4,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,3
Income,Low-income,W4,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2009,3
Income,Low-income,W4,Non-Resident,32 - Transport,32,Transport,2009,3
Income,Low-income,W4,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2009,2
Income,Low-income,W4,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2009,2
Income,Low-income,W4,Non-Resident,35 - Civil engineering,35,Civil engineering,2009,14
Income,Upper middle-income,W2,Resident,0 - Unknown,0,Unknown,2009,429
Income,Upper middle-income,W2,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2009,3760
Income,Upper middle-income,W2,Resident,2 - Audio-visual technology,2,Audio-visual technology,2009,2616
Income,Upper middle-income,W2,Resident,3 - Telecommunications,3,Telecommunications,2009,2585
Income,Upper middle-income,W2,Resident,4 - Digital communication,4,Digital communication,2009,5331
Income,Upper middle-income,W2,Resident,5 - Basic communication processes,5,Basic communication processes,2009,610
Income,Upper middle-income,W2,Resident,6 - Computer technology,6,Computer technology,2009,3882
Income,Upper middle-income,W2,Resident,7 - IT methods for management,7,IT methods for management,2009,83
Income,Upper middle-income,W2,Resident,8 - Semiconductors,8,Semiconductors,2009,2132
Income,Upper middle-income,W2,Resident,9 - Optics,9,Optics,2009,1821
Income,Upper middle-income,W2,Resident,10 - Measurement,10,Measurement,2009,3762
Income,Upper middle-income,W2,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,247
Income,Upper middle-income,W2,Resident,12 - Control,12,Control,2009,1252
Income,Upper middle-income,W2,Resident,13 - Medical technology,13,Medical technology,2009,1380
Income,Upper middle-income,W2,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,1758
Income,Upper middle-income,W2,Resident,15 - Biotechnology,15,Biotechnology,2009,1171
Income,Upper middle-income,W2,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,3842
Income,Upper middle-income,W2,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2009,1172
Income,Upper middle-income,W2,Resident,18 - Food chemistry,18,Food chemistry,2009,1206
Income,Upper middle-income,W2,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,2315
Income,Upper middle-income,W2,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,3479
Income,Upper middle-income,W2,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,1280
Income,Upper middle-income,W2,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2009,165
Income,Upper middle-income,W2,Resident,23 - Chemical engineering,23,Chemical engineering,2009,1877
Income,Upper middle-income,W2,Resident,24 - Environmental technology,24,Environmental technology,2009,1477
Income,Upper middle-income,W2,Resident,25 - Handling,25,Handling,2009,873
Income,Upper middle-income,W2,Resident,26 - Machine tools,26,Machine tools,2009,2142
Income,Upper middle-income,W2,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,966
Income,Upper middle-income,W2,Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,1040
Income,Upper middle-income,W2,Resident,29 - Other special machines,29,Other special machines,2009,1762
Income,Upper middle-income,W2,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,1805
Income,Upper middle-income,W2,Resident,31 - Mechanical elements,31,Mechanical elements,2009,1237
Income,Upper middle-income,W2,Resident,32 - Transport,32,Transport,2009,1035
Income,Upper middle-income,W2,Resident,"33 - Furniture, games",33,"Furniture, games",2009,827
Income,Upper middle-income,W2,Resident,34 - Other consumer goods,34,Other consumer goods,2009,980
Income,Upper middle-income,W2,Resident,35 - Civil engineering,35,Civil engineering,2009,2586
Income,Upper middle-income,W2,Non-Resident,0 - Unknown,0,Unknown,2009,6736
Income,Upper middle-income,W2,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2009,6356
Income,Upper middle-income,W2,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,2009,5822
Income,Upper middle-income,W2,Non-Resident,3 - Telecommunications,3,Telecommunications,2009,2540
Income,Upper middle-income,W2,Non-Resident,4 - Digital communication,4,Digital communication,2009,2898
Income,Upper middle-income,W2,Non-Resident,5 - Basic communication processes,5,Basic communication processes,2009,1151
Income,Upper middle-income,W2,Non-Resident,6 - Computer technology,6,Computer technology,2009,5635
Income,Upper middle-income,W2,Non-Resident,7 - IT methods for management,7,IT methods for management,2009,198
Income,Upper middle-income,W2,Non-Resident,8 - Semiconductors,8,Semiconductors,2009,5814
Income,Upper middle-income,W2,Non-Resident,9 - Optics,9,Optics,2009,5117
Income,Upper middle-income,W2,Non-Resident,10 - Measurement,10,Measurement,2009,2533
Income,Upper middle-income,W2,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,2009,237
Income,Upper middle-income,W2,Non-Resident,12 - Control,12,Control,2009,1136
Income,Upper middle-income,W2,Non-Resident,13 - Medical technology,13,Medical technology,2009,2393
Income,Upper middle-income,W2,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,2009,2195
Income,Upper middle-income,W2,Non-Resident,15 - Biotechnology,15,Biotechnology,2009,808
Income,Upper middle-income,W2,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,2009,1957
Income,Upper middle-income,W2,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",2009,1477
Income,Upper middle-income,W2,Non-Resident,18 - Food chemistry,18,Food chemistry,2009,461
Income,Upper middle-income,W2,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,2009,1660
Income,Upper middle-income,W2,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",2009,1361
Income,Upper middle-income,W2,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",2009,1284
Income,Upper middle-income,W2,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,2009,80
Income,Upper middle-income,W2,Non-Resident,23 - Chemical engineering,23,Chemical engineering,2009,1592
Income,Upper middle-income,W2,Non-Resident,24 - Environmental technology,24,Environmental technology,2009,645
Income,Upper middle-income,W2,Non-Resident,25 - Handling,25,Handling,2009,1816
Income,Upper middle-income,W2,Non-Resident,26 - Machine tools,26,Machine tools,2009,1924
Income,Upper middle-income,W2,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",2009,1997
Income,Upper middle-income,W2,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,2009,1805
Income,Upper middle-income,W2,Non-Resident,29 - Other special machines,29,Other special machines,2009,1594
Income,Upper middle-income,W2,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,2009,1292
Income,Upper middle-income,W2,Non-Resident,31 - Mechanical elements,31,Mechanical elements,2009,2055
Income,Upper middle-income,W2,Non-Resident,32 - Transport,32,Transport,2009,2742
Income,Upper middle-income,W2,Non-Resident,"33 - Furniture, games",33,"Furniture, games",2009,1059
Income,Upper middle-income,W2,Non-Resident,34 - Other consumer goods,34,Other consumer goods,2009,1482
Income,Upper middle-income,W2,Non-Resident,35 - Civil engineering,35,Civil engineering,2009,1140
Income,High-income,W1,Resident,0 - Unknown,0,Unknown,2010,438
Income,High-income,W1,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",2010,26933
Income,High-income,W1,Resident,2 - Audio-visual technology,2,Audio-visual technology,2010,20533
Income,High-income,W1,Resident,3 - Telecommunications,3,Telecommunications,2010,16041
Income,High-income,W1,Resident,4 - Digital communication,4,Digital communication,2010,12174
Income,High-income,W1,Resident,5 - Basic communication processes,5,Basic communication processes,2010,5003
Income,High-income,W1,Resident,6 - Computer technology,6,Computer technology,2010,34730
Income,High-income,W1,Resident,7 - IT methods for management,7,IT methods for management,2010,5342
Income,High-income,W1,Resident,8 - Semiconductors,8,Semiconductors,2010,18286
Income,High-income,W1,Resident,9 - Optics,9,Optics,2010,17776
